initial_position,initial_velocity,mass,time,location 
8743,60,721,92,-27210.600000000006
5525,63,27,89,-27680.9
3045,40,207,48,-6324.6
920,97,666,90,-30040.0
9601,11,778,58,-6244.600000000002
9312,39,474,71,-12619.900000000001
3379,11,625,11,2907.1
5656,46,947,30,2626.0
4578,16,886,75,-21784.500000000004
2612,52,249,64,-14130.400000000001
498,4,977,43,-8390.1
8673,85,541,63,-5420.100000000002
7630,89,188,32,5460.4
1263,25,748,15,535.5
5069,83,698,58,-6600.600000000002
3061,96,630,18,3201.3999999999996
7378,62,873,2,7482.4
6671,35,764,37,1257.8999999999996
6561,4,54,56,-8581.400000000001
2344,98,540,44,-2830.4000000000015
5670,31,488,55,-7447.500000000002
2431,10,582,95,-40841.5
4041,82,357,92,-29888.600000000006
9452,96,863,4,9757.6
7775,16,989,10,7445.0
7940,12,463,42,-199.60000000000036
6003,72,523,69,-12357.900000000001
2627,12,908,46,-7189.4000000000015
678,26,141,7,619.9
8494,85,844,68,-8383.600000000002
8932,82,455,97,-29218.100000000006
5761,24,972,26,3072.6
1856,11,540,6,1745.6
9595,38,682,87,-24187.100000000006
6962,97,288,13,7394.9
2680,78,629,52,-6513.6
9490,51,945,26,7503.6
4744,41,646,60,-10436.0
7587,53,922,81,-20268.9
5241,21,135,99,-40704.9
5766,70,890,70,-13344.0
9862,61,165,6,10051.6
392,46,988,37,-4614.1
1225,22,226,57,-13441.1
9745,24,953,60,-6455.0
9559,89,752,90,-22121.0
6304,6,592,8,6038.4
8133,17,310,32,3659.3999999999996
1370,84,613,12,1672.4
3045,72,332,82,-23998.600000000006
6303,61,502,59,-7154.9000000000015
4135,77,810,47,-3070.1000000000004
4503,62,462,39,-531.9000000000005
5009,70,363,48,-2920.6000000000004
2862,47,943,93,-35147.100000000006
7439,4,19,73,-18381.100000000002
4517,74,882,29,2542.0999999999995
657,10,399,26,-2395.4
384,32,573,25,-1878.5
7617,97,944,25,6979.5
9032,78,626,49,1089.0999999999985
6741,34,979,79,-21153.9
1300,52,943,29,-1312.9000000000005
7133,38,459,39,1162.0999999999995
7687,10,329,37,1348.8999999999996
8154,95,386,4,8455.6
7077,37,354,16,6414.6
9672,53,685,17,9156.9
5726,98,642,50,-1624.0
1190,42,108,88,-33059.600000000006
2724,86,720,91,-30026.9
6187,35,173,10,6047.0
3062,9,102,27,-267.10000000000036
6370,76,556,51,-2498.9000000000015
1824,65,98,68,-16413.600000000002
905,84,631,98,-37922.600000000006
470,54,216,78,-25129.600000000002
9741,43,497,43,2529.8999999999996
3603,23,316,12,3173.4
8407,77,424,54,-1723.4000000000015
2753,40,674,1,2788.1
2847,45,888,6,2940.6
5075,62,94,6,5270.6
9508,62,344,93,-27106.100000000006
6165,29,363,29,2885.0999999999995
2068,10,925,92,-38485.600000000006
5589,17,646,67,-15268.100000000002
6361,48,154,27,4084.8999999999996
329,33,435,76,-25465.4
46,84,343,49,-7602.9000000000015
5542,75,630,67,-11429.100000000002
9467,69,932,90,-24013.0
1881,61,258,88,-30696.600000000006
853,95,901,36,-2077.4000000000005
3176,71,291,42,-2485.6000000000004
5643,79,868,97,-32798.100000000006
1834,30,435,34,-2810.4000000000005
3147,47,914,2,3221.4
8329,97,712,75,-11958.500000000004
5953,19,299,53,-6804.1
1461,87,118,6,1806.6
6321,9,577,68,-15724.600000000002
5974,31,629,7,5950.9
3477,76,114,45,-3025.5
4975,10,462,18,3567.3999999999996
2718,58,595,93,-34268.100000000006
6739,28,20,15,6056.5
6560,75,942,18,6322.4
6278,58,737,87,-25764.100000000006
47,74,457,23,-843.1000000000004
2394,95,390,38,-1071.6000000000004
9766,68,354,94,-27138.4
9449,30,299,43,1678.8999999999996
2887,85,895,94,-32419.4
8964,49,884,45,1246.5
7785,49,744,46,-329.40000000000146
3382,9,610,36,-2644.4000000000005
1778,29,835,7,1740.9
2436,78,277,64,-12642.400000000001
3150,67,142,26,1579.6
7236,32,900,3,7287.9
5750,62,342,83,-22860.100000000006
7437,25,464,28,4295.4
8333,1,960,56,-6977.4000000000015
6626,38,728,64,-11012.400000000001
5942,86,65,1,6023.1
3991,36,335,12,3717.4
896,92,689,56,-9318.400000000001
8239,39,14,13,7917.9
7393,7,835,33,2287.8999999999996
3818,20,761,77,-23694.100000000002
4878,32,729,10,4708.0
6438,78,89,7,6743.9
1743,51,633,8,1837.4
8109,88,25,82,-17622.600000000006
3647,22,515,86,-30701.4
1908,69,142,8,2146.4
8981,16,532,74,-16667.4
5416,99,228,5,5788.5
7032,13,654,62,-10997.600000000002
5931,71,360,31,3423.0999999999995
5107,49,146,90,-30173.0
3365,43,292,33,-552.1000000000004
5453,63,470,10,5593.0
7986,55,491,32,4728.4
5730,46,765,48,-3351.6000000000004
1534,35,188,5,1586.5
7239,28,13,25,4876.5
8038,52,113,22,6810.4
3870,85,773,79,-19995.9
4543,88,339,47,-2145.1000000000004
3476,84,226,75,-17786.500000000004
8760,99,869,15,9142.5
7808,2,7,64,-12134.400000000001
7141,36,326,32,3275.3999999999996
3657,61,40,78,-21396.600000000002
8508,96,490,84,-18002.4
3443,86,207,15,3630.5
4583,83,119,38,661.3999999999996
5275,74,433,28,3505.3999999999996
7395,65,728,89,-25632.9
2582,18,547,46,-6958.4000000000015
5050,49,622,29,2350.0999999999995
1471,77,480,10,1751.0
6274,61,417,8,6448.4
6426,96,111,70,-10864.0
7974,28,200,93,-31802.100000000006
5540,46,45,87,-27546.100000000006
9940,16,13,94,-31852.4
4819,42,974,64,-12563.400000000001
6144,47,527,88,-27665.600000000006
8679,6,647,83,-24579.100000000006
2421,77,253,68,-15000.600000000002
7888,40,445,60,-7352.0
9249,4,235,70,-14481.0
9472,22,771,90,-28238.0
9584,54,104,91,-26078.9
9770,81,248,44,3847.5999999999985
1226,96,601,23,841.8999999999996
3959,83,631,79,-20064.9
689,45,632,30,-2371.0
8020,29,356,43,206.89999999999964
9195,27,859,47,-360.10000000000036
1745,86,633,22,1265.3999999999996
1370,20,689,30,-2440.0
3170,86,880,24,2411.6
8764,30,603,33,4417.9
2390,32,97,51,-8722.900000000001
7730,14,655,28,4280.4
7969,28,74,35,2946.5
3166,35,777,47,-6013.1
8529,60,52,48,119.39999999999964
5041,27,516,49,-5400.9000000000015
12,55,301,23,-1315.1000000000004
8475,50,69,47,0.8999999999996362
9387,31,64,62,-7526.600000000002
3654,88,574,89,-27326.9
9540,48,458,88,-24181.600000000006
9119,43,170,90,-26701.0
2927,3,513,16,1720.6
4040,16,107,84,-29190.4
8670,92,316,65,-6052.5
1667,73,104,47,-5726.1
8623,82,315,33,5992.9
9411,92,203,38,5831.4
5836,86,255,77,-16594.100000000002
4139,89,359,54,-5343.4000000000015
2939,14,437,38,-3604.6000000000004
3789,90,904,86,-24711.4
3385,60,611,81,-23903.9
6534,41,910,39,680.0999999999995
1037,37,750,66,-17865.4
7180,92,826,54,-2140.4000000000015
7404,21,687,58,-7861.600000000002
7349,42,448,89,-27725.9
7434,76,660,44,1291.5999999999985
8559,48,169,11,8494.1
5441,16,283,30,1511.0
8209,94,941,37,4978.9
9548,29,928,8,9466.4
7,23,577,47,-9736.1
2633,45,428,1,2673.1
8014,10,916,96,-36184.4
5264,64,688,9,5443.1
9438,25,372,47,-211.10000000000036
8461,70,150,73,-12541.100000000002
8472,43,926,51,-2079.9000000000015
5339,3,968,36,-903.4000000000005
2076,55,140,39,-3231.9000000000005
7439,24,862,15,6696.5
5744,23,995,47,-3999.1000000000004
5225,35,492,72,-17656.600000000002
4200,49,376,94,-34490.4
1313,39,365,28,-1436.6000000000004
3761,29,613,68,-16924.600000000002
8957,49,930,17,8373.9
154,67,81,12,252.39999999999998
1003,55,246,81,-26690.9
860,47,7,90,-34600.0
9796,83,70,71,-9011.900000000001
5273,10,89,40,-2167.000000000001
5273,82,31,92,-28656.600000000006
3750,13,24,35,-1797.5
6342,46,181,4,6447.6
6012,58,178,47,-2086.1000000000004
7841,64,298,67,-9867.100000000002
6874,72,551,3,7045.9
234,66,696,72,-20415.600000000002
9437,80,938,32,6979.4
3718,41,264,86,-28996.4
1104,19,963,3,1116.9
7686,9,273,18,6260.4
3395,97,425,91,-28354.9
830,76,378,60,-12250.0
4315,45,590,12,4149.4
3373,99,640,85,-23614.5
5881,70,22,96,-32557.4
6071,13,763,25,3333.5
1466,14,271,5,1413.5
3376,83,858,6,3697.6
3833,82,562,17,3810.8999999999996
4248,50,189,48,-4641.6
1977,7,731,91,-37962.9
5606,42,98,94,-33742.4
1119,45,666,25,-818.5
3935,54,243,41,-2087.9000000000015
3555,41,732,99,-40410.9
4121,28,68,98,-40194.600000000006
1725,58,358,10,1815.0
2361,72,125,1,2428.1
4954,53,434,16,4547.6
8705,7,731,45,-902.5
7993,96,203,88,-21504.600000000006
6768,70,110,47,-766.1000000000004
4436,88,989,66,-11100.400000000001
8192,34,32,81,-21202.9
8935,3,633,13,8145.9
9803,41,247,15,9315.5
4174,86,642,49,-3376.9000000000015
8628,79,765,47,1516.8999999999996
695,24,305,62,-16652.600000000002
6648,52,702,59,-7340.9000000000015
1933,60,744,22,881.3999999999996
3564,5,893,43,-5281.1
6858,8,378,81,-24642.9
206,55,299,34,-3588.4000000000005
4263,32,658,92,-34266.600000000006
4924,4,143,26,1715.6
1337,72,967,76,-21493.4
1828,19,675,48,-8549.6
7321,88,136,85,-20601.5
1266,80,32,92,-32847.600000000006
8515,57,6,52,-1770.6000000000004
7617,78,846,99,-32685.9
4293,75,243,85,-24734.5
4203,17,131,92,-35706.600000000006
5248,33,466,43,-2393.1000000000004
4868,55,149,51,-5071.9000000000015
1870,26,478,27,-1000.1000000000004
1207,14,631,45,-8085.5
9381,43,813,58,-4608.600000000002
2642,38,191,32,-1159.6000000000004
5554,8,213,54,-8302.400000000001
884,86,544,83,-25734.100000000006
7277,96,590,50,-173.0
6672,21,548,71,-16537.9
8892,83,582,52,-41.600000000000364
8530,41,872,27,6064.9
8079,95,704,2,8249.4
3839,36,890,69,-17005.9
3319,64,567,17,2990.8999999999996
1802,53,39,83,-27555.100000000006
7176,16,133,27,4035.8999999999996
7541,78,46,91,-25937.9
5150,5,16,22,2888.3999999999996
4103,60,393,20,3343.0
7671,10,668,83,-25255.100000000006
5494,57,274,42,-755.6000000000004
2646,41,37,32,-1059.6000000000004
323,34,862,8,281.4
8562,3,94,93,-33539.100000000006
7392,95,615,22,7110.4
3334,24,72,78,-24605.600000000002
8747,12,896,51,-3385.9000000000015
8480,73,296,22,7714.4
6812,18,66,66,-13344.400000000001
9972,63,413,8,10162.4
6341,84,49,82,-19718.600000000006
9199,55,439,81,-18494.9
5025,69,53,86,-25281.4
9864,52,15,15,9541.5
6294,59,134,38,1460.3999999999996
9923,14,788,27,6728.9
7131,14,623,12,6593.4
4745,71,818,55,-6172.500000000002
5363,66,266,85,-24429.5
3429,47,425,88,-30380.600000000006
5997,49,930,19,5159.1
1751,12,490,50,-9899.0
5312,78,440,68,-12041.600000000002
2017,90,710,30,307.0
3067,24,182,63,-14869.100000000002
4165,75,95,87,-26398.100000000006
4525,61,385,62,-10528.600000000002
3691,70,957,87,-27307.100000000006
7836,6,943,50,-4114.0
7123,23,416,72,-16622.600000000002
3688,84,28,49,-3960.9000000000015
5677,56,956,84,-24193.4
4917,93,99,97,-32166.100000000006
1509,82,560,27,150.89999999999964
5324,29,480,72,-17989.600000000002
1435,9,857,26,-1643.4
8305,55,825,74,-14457.400000000001
3388,80,860,71,-15632.900000000001
4801,56,855,12,4767.4
6035,35,120,90,-30505.0
7404,40,953,75,-17158.500000000004
6627,35,318,49,-3422.9000000000015
5603,50,84,66,-12441.400000000001
2184,68,722,54,-8432.400000000001
5436,46,921,96,-35306.4
4745,64,679,43,-1563.1000000000004
1487,6,610,38,-5360.6
5344,82,807,98,-33679.600000000006
2174,29,603,63,-15447.100000000002
3794,60,153,16,3499.6
7082,61,172,62,-7971.600000000002
4614,26,560,8,4508.4
2410,19,849,5,2382.5
5353,73,594,13,5473.9
7766,66,510,61,-6440.9000000000015
7685,96,171,10,8155.0
9407,76,276,98,-30204.600000000006
1521,13,654,75,-25066.500000000004
7223,5,741,52,-5766.6
311,92,290,84,-26535.4
8678,78,275,74,-12382.400000000001
1315,85,876,36,-1975.4000000000005
778,75,765,46,-6140.4000000000015
789,37,520,23,-952.1000000000004
1779,17,446,79,-27458.9
5377,23,483,32,1095.3999999999996
6296,15,938,14,5545.6
8076,46,497,77,-17434.100000000002
4159,52,351,61,-10901.900000000001
3882,70,275,71,-15848.900000000001
9281,40,173,38,3725.3999999999996
116,92,61,87,-28968.100000000006
1148,33,912,69,-19903.9
9920,84,515,18,9844.4
3817,56,651,93,-33355.100000000006
2393,71,454,71,-17266.9
8856,67,233,91,-25623.9
4617,38,647,81,-24453.9
2046,23,482,73,-22387.100000000002
8660,25,934,56,-5306.4000000000015
8028,56,426,20,7188.0
2259,54,905,98,-39508.600000000006
759,76,152,98,-38852.600000000006
3411,51,13,79,-23140.9
6191,11,109,26,3164.6
8790,13,943,9,8510.1
6342,33,63,36,1179.5999999999995
1416,10,308,78,-27615.600000000002
8630,30,161,83,-22636.100000000006
7671,24,781,14,7046.6
8691,80,660,41,3734.0999999999985
4031,78,469,11,4296.1
9301,84,430,78,-13958.600000000002
1929,67,532,40,-3231.000000000001
9870,10,988,46,-38.400000000001455
6180,11,381,95,-36997.5
2651,90,62,47,-3943.1000000000004
9398,79,767,23,8622.9
6456,14,787,74,-19340.4
2303,16,416,60,-14377.0
5966,37,662,14,5523.6
1625,23,324,95,-40412.5
8882,50,95,37,4023.8999999999996
5776,42,839,91,-30978.9
9652,84,520,73,-10328.100000000002
1817,53,917,59,-12112.900000000001
5704,87,426,64,-8798.400000000001
2112,33,70,98,-41713.600000000006
2690,70,961,30,380.0
8637,40,309,2,8697.4
6404,81,741,26,5197.6
9329,1,545,23,6759.9
6392,96,480,46,439.59999999999854
1766,39,827,99,-42397.9
3696,76,123,57,-7892.1
8094,17,125,45,-1063.5
7479,46,305,11,7392.1
6134,68,360,21,5401.1
7445,13,266,16,6398.6
4303,21,472,45,-4674.5
2078,71,423,54,-8376.400000000001
1607,56,688,84,-28263.4
5156,26,252,59,-10366.900000000001
9869,24,916,12,9451.4
9974,89,807,49,2570.0999999999985
1187,50,664,15,834.5
3370,49,532,36,-1216.4000000000005
7574,78,32,48,28.399999999999636
2503,47,167,95,-37254.5
1708,40,121,81,-27200.9
2079,34,767,81,-27315.9
6050,56,150,94,-31982.4
9685,74,48,15,9692.5
9726,70,966,30,7416.0
4477,75,790,99,-36122.9
9817,98,315,31,8146.099999999999
2411,17,879,66,-17811.4
8844,74,476,88,-22589.600000000006
6687,27,726,91,-31432.9
6065,40,630,38,509.39999999999964
8594,79,656,89,-23187.9
4504,82,237,43,-1030.1000000000004
2629,54,561,3,2746.9
148,52,50,82,-28535.600000000006
9649,20,401,86,-24871.4
8465,61,828,80,-18015.000000000004
5322,77,522,33,2526.8999999999996
5245,55,908,11,5257.1
5666,24,529,75,-20096.500000000004
3024,57,579,90,-31536.0
1535,5,597,82,-31002.600000000006
8456,32,26,40,1895.999999999999
7797,30,671,55,-5375.500000000002
5770,33,159,98,-38055.600000000006
8974,32,594,18,7962.4
6561,85,555,89,-24686.9
2769,38,562,47,-6269.1
8431,98,251,12,8901.4
2339,55,465,72,-19102.600000000002
3739,52,461,99,-39137.9
1895,53,767,53,-9060.1
7438,46,172,35,3045.5
212,6,157,51,-12226.900000000001
4309,60,268,37,-179.10000000000036
6080,95,271,24,5537.6
3345,1,720,13,2529.9
1973,73,331,21,1345.1
3659,66,747,2,3771.4
3771,63,600,44,-2943.4000000000015
8295,19,212,4,8292.6
7080,99,62,3,7332.9
1206,65,556,26,-416.4000000000001
6083,67,698,61,-8062.9000000000015
5826,3,518,75,-21511.500000000004
6921,82,132,33,4290.9
253,31,907,62,-16660.600000000002
2029,22,718,92,-37420.600000000006
8713,44,949,64,-8541.400000000001
7862,55,22,20,7002.0
3434,82,530,83,-23516.100000000006
7485,73,306,82,-19476.600000000006
1257,81,104,72,-18312.600000000002
9670,58,457,30,7000.0
7962,5,515,45,-1735.5
1142,13,379,89,-36513.9
6406,47,355,52,-4399.6
5918,8,401,75,-21044.500000000004
5701,18,352,25,3088.5
7517,20,678,79,-21483.9
3457,66,6,18,3057.3999999999996
5868,35,144,42,-1305.6000000000004
3275,95,853,52,-5034.6
2536,5,277,35,-3291.5
7007,35,17,74,-17235.4
8210,18,627,30,4340.0
9654,66,694,44,3071.5999999999985
9839,4,250,35,3976.5
2695,65,522,14,2644.6
3807,4,235,78,-25692.600000000002
2498,64,575,42,-3457.6000000000004
161,4,758,86,-35735.4
6481,34,538,38,697.3999999999996
2516,63,659,90,-31504.0
6387,86,49,17,6432.9
8685,93,421,30,7065.0
8438,24,833,66,-11322.400000000001
5407,53,450,24,3856.6
3623,48,992,47,-4945.1
9393,15,869,96,-34325.4
902,7,111,81,-30679.9
5330,51,238,51,-4813.9000000000015
6680,31,274,71,-15819.900000000001
2335,37,268,66,-16567.4
375,14,631,46,-9349.400000000001
5709,52,169,67,-12803.100000000002
7957,32,828,26,5476.6
4392,23,769,30,672.0
6561,51,337,38,1423.3999999999996
3110,53,305,87,-29367.100000000006
177,34,792,24,-1829.4
1586,38,918,56,-11652.400000000001
4977,51,446,81,-23040.9
9303,15,964,67,-11688.100000000002
4258,80,332,77,-18634.100000000002
8561,58,449,28,6343.4
9103,84,273,62,-4524.600000000002
5273,87,713,74,-15121.400000000001
1675,83,785,79,-22348.9
5318,93,361,87,-23679.100000000006
6814,40,312,62,-9541.600000000002
8089,41,815,73,-15030.100000000002
8577,28,989,98,-35738.600000000006
6552,38,944,46,-2068.4000000000015
1842,5,935,94,-40984.4
2377,75,155,91,-31374.9
3601,60,390,66,-13783.400000000001
5500,99,944,80,-17940.000000000004
6316,75,311,4,6537.6
9280,58,476,98,-32095.600000000006
471,18,637,54,-12845.400000000001
7846,40,456,85,-24156.5
8527,46,237,39,2868.0999999999995
6082,37,309,68,-14059.600000000002
4779,81,828,89,-26824.9
4706,34,339,73,-18924.100000000002
1265,60,140,18,757.3999999999999
1411,44,609,89,-33485.9
9361,82,862,39,5106.099999999999
9839,41,225,14,9452.6
4889,11,777,74,-21129.4
2724,54,672,74,-20112.4
1901,98,213,49,-5061.9000000000015
1694,42,748,3,1775.9
2688,94,863,62,-10319.600000000002
1154,58,182,81,-26296.9
2555,26,605,10,2325.0
4579,11,707,18,3189.3999999999996
733,92,464,5,1070.5
2345,75,22,15,2367.5
8446,79,540,64,-6568.4000000000015
8984,67,362,3,9140.9
2905,45,999,44,-4601.4000000000015
2418,72,128,27,789.8999999999996
3741,24,669,18,2585.3999999999996
7179,56,934,54,-4085.4000000000015
6986,15,559,34,1831.5999999999995
5491,89,561,77,-16708.100000000002
6253,71,550,90,-27047.0
3968,24,311,49,-6620.9000000000015
2738,23,499,9,2548.1
7214,2,819,7,6987.9
1938,88,1,49,-5514.9000000000015
2689,42,60,54,-9331.400000000001
1376,74,280,25,163.5
2917,86,900,81,-22265.9
6540,29,218,53,-5687.1
1884,83,941,56,-8834.400000000001
9364,12,607,92,-31005.600000000006
7160,14,809,37,969.8999999999996
3596,29,188,15,2928.5
7227,65,748,77,-16820.100000000002
8168,53,987,44,1013.5999999999985
2737,53,991,3,2851.9
5531,30,196,25,3218.5
5170,2,406,28,1384.3999999999996
4122,24,885,48,-6015.6
436,84,448,81,-24908.9
753,40,626,48,-8616.6
8943,43,901,76,-16091.400000000001
9825,98,806,69,-6741.9000000000015
7215,18,758,92,-32602.600000000006
70,66,936,62,-14673.600000000002
2676,88,386,69,-14580.900000000001
9625,43,257,26,7430.6
4502,78,766,23,3703.8999999999996
5096,25,661,85,-28181.5
3362,63,686,89,-29843.9
5264,77,398,76,-17186.4
7799,70,410,63,-7239.100000000002
